,hot_cold_class,pos_neg_class,date,Degrees Celsius,Wind Gust (MPH),Precipitation,Wind Speed,Humidity,Weather,Visibility
32110,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
32111,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
32112,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
32113,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
32114,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
32115,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
32116,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
32117,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
32118,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
32119,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
32120,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
32121,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
32122,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
32123,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
32124,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
32125,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
32126,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
32127,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
32128,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
32129,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
32130,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
32131,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
32132,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
32133,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
32134,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
32135,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
32136,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
32137,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
32138,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
32139,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
32140,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
32141,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
32142,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
32143,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
32144,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
32145,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
32146,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
32147,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
34048,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
34049,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
34050,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
34051,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
34052,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
34053,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
34054,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
34055,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
34056,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
34057,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
34058,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
34059,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
34060,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
34061,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
34062,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
34063,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
34064,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
34065,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
34066,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
34067,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
34068,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
34069,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
34070,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
34071,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
34072,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
34073,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
34074,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
34075,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
34076,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
34077,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
34078,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
34079,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
34080,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
34081,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
34082,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
34083,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
34084,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
34085,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
34542,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
34543,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
34544,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
34545,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
34546,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
34547,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
34548,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
34549,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
34550,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
34551,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
34552,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
34553,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
34554,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
34555,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
34556,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
34557,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
34558,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
34559,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
34560,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
34561,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
34562,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
34563,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
34564,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
34565,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
34566,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
34567,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
34568,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
34569,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
34570,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
34571,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
34572,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
34573,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
34574,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
34575,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
34576,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
34577,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
34578,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
34579,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
34922,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
34923,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
34924,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
34925,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
34926,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
34927,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
34928,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
34929,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
34930,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
34931,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
34932,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
34933,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
34934,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
34935,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
34936,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
34937,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
34938,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
34939,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
34940,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
34941,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
34942,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
34943,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
34944,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
34945,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
34946,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
34947,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
34948,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
34949,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
34950,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
34951,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
34952,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
34953,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
34954,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
34955,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
34956,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
34957,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
34958,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
34959,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
35454,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
35455,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
35456,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
35457,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
35458,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
35459,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
35460,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
35461,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
35462,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
35463,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
35464,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
35465,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
35466,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
35467,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
35468,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
35469,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
35470,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
35471,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
35472,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
35473,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
35474,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
35475,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
35476,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
35477,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
35478,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
35479,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
35480,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
35481,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
35482,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
35483,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
35484,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
35485,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
35486,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
35487,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
35488,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
35489,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
35490,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
35491,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
35568,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
35569,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
35570,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
35571,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
35572,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
35573,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
35574,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
35575,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
35576,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
35577,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
35578,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
35579,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
35580,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
35581,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
35582,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
35583,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
35584,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
35585,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
35586,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
35587,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
35588,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
35589,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
35590,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
35591,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
35592,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
35593,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
35594,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
35595,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
35596,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
35597,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
35598,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
35599,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
35600,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
35601,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
35602,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
35603,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
35604,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
35605,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
36936,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
36937,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
36938,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
36939,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
36940,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
36941,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
36942,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
36943,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
36944,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
36945,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
36946,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
36947,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
36948,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
36949,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
36950,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
36951,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
36952,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
36953,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
36954,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
36955,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
36956,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
36957,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
36958,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
36959,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
36960,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
36961,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
36962,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
36963,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
36964,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
36965,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
36966,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
36967,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
36968,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
36969,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
36970,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
36971,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
36972,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
36973,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
37126,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
37127,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
37128,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
37129,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
37130,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
37131,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
37132,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
37133,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
37134,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
37135,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
37136,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
37137,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
37138,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
37139,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
37140,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
37141,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
37142,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
37143,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
37144,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
37145,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
37146,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
37147,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
37148,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
37149,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
37150,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
37151,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
37152,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
37153,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
37154,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
37155,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
37156,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
37157,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
37158,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
37159,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
37160,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
37161,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
37162,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
37163,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
37164,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
37165,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
37166,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
37167,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
37168,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
37169,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
37170,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
37171,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
37172,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
37173,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
37174,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
37175,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
37176,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
37177,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
37178,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
37179,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
37180,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
37181,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
37182,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
37183,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
37184,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
37185,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
37186,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
37187,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
37188,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
37189,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
37190,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
37191,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
37192,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
37193,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
37194,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
37195,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
37196,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
37197,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
37198,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
37199,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
37200,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
37201,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
37202,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
37203,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
37204,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
37205,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
37206,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
37207,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
37208,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
37209,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
37210,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
37211,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
37212,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
37213,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
37214,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
37215,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
37216,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
37217,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
37218,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
37219,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
37220,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
37221,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
37222,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
37223,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
37224,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
37225,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
37226,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
37227,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
37228,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
37229,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
37230,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
37231,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
37232,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
37233,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
37234,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
37235,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
37236,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
37237,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
37238,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
37239,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
37886,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
37887,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
37888,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
37889,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
37890,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
37891,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
37892,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
37893,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
37894,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
37895,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
37896,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
37897,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
37898,cold,Negative,2017-01-03,1,16,0,7,68,0,GO
37899,cold,Negative,2017-01-03,-1,16,0,7,74,0,VG
37900,cold,Negative,2017-01-03,-1,16,0,7,78,0,VG
37901,cold,Negative,2017-01-03,-2,11,0,4,83,0,GO
37902,cold,Negative,2017-01-03,-2,7,0,4,85,0,GO
37903,cold,Negative,2017-01-03,-2,4,0,2,88,1,GO
37904,cold,Negative,2017-01-03,1,4,0,2,80,1,GO
37905,cold,Negative,2017-01-03,2,4,0,2,81,1,GO
37906,cold,Negative,2017-01-03,-1,4,1,2,89,2,GO
37907,cold,Negative,2017-01-03,-2,7,4,4,92,7,GO
37908,cold,Negative,2017-01-03,-1,7,6,4,92,7,MO
37909,cold,Negative,2017-01-03,-2,9,6,4,89,7,GO
37910,cold,Negative,2017-01-03,-1,11,4,7,85,2,GO
37911,cold,Negative,2017-01-03,-1,13,5,7,85,7,GO
37912,cold,Negative,2017-01-03,3,16,5,9,77,7,GO
37913,cold,Negative,2017-01-03,3,18,42,9,78,12,MO
37914,cold,Negative,2017-01-03,2,20,60,11,87,12,MO
37915,cold,Negative,2017-01-03,3,22,50,11,90,12,MO
37916,cold,Negative,2017-01-03,4,18,20,9,92,8,GO
37917,cold,Negative,2017-01-03,5,16,18,9,95,8,GO
37918,cold,Negative,2017-01-03,6,13,15,7,95,8,GO
37919,cold,Negative,2017-01-03,7,13,9,7,94,7,GO
37920,cold,Negative,2017-01-03,8,16,9,7,91,8,GO
37921,cold,Negative,2017-01-03,8,13,9,7,90,8,GO
37922,cold,Negative,2017-01-03,7,13,5,7,89,7,GO
37923,cold,Negative,2017-01-03,6,11,5,4,91,7,GO
37962,cold,Negative,2017-01-03,-5,18,1,7,93,0,MO
37963,cold,Negative,2017-01-03,-4,18,1,7,92,1,MO
37964,cold,Negative,2017-01-03,0,18,1,9,79,3,MO
37965,cold,Negative,2017-01-03,2,20,9,9,75,8,GO
37966,cold,Negative,2017-01-03,1,20,10,9,80,8,GO
37967,cold,Negative,2017-01-03,1,22,11,11,81,8,VG
37968,cold,Negative,2017-01-03,2,20,10,9,82,8,VG
37969,cold,Negative,2017-01-03,2,20,8,9,82,8,VG
37970,cold,Negative,2017-01-03,3,22,9,11,83,7,VG
37971,cold,Negative,2017-01-03,4,20,20,9,85,8,GO
37972,cold,Negative,2017-01-03,4,18,13,9,68,7,VG
37973,cold,Negative,2017-01-03,3,18,0,9,59,1,VG
